PLAYER NAME,Ball Speed,Driving Distance,Approaches from > 100 yards,Eagles (Holes per),Putts Per Round,Birdie Average,Proximity to Hole,FedexCup Regular Season Points,Average Distance of Putts made,GIR Percentage from Fairway,Official Money,Bogey Average,Par 3 Scoring Average,Club Head Speed,Par 4 Scoring Average,Par 5 Scoring Average,Driving Accuracy Percentage,Scoring Average,Total Birdies,Total Eagles,Spin Rate,Top 10 Finishes,Sand Save Percentage,Scrambling,SG: Total,Smash Factor,Country,College
Lanto Griffin (2018),178.59,302.5,"31' 7""",166.5,29.42,3.77,"36' 3""",175,"76' 2""",78.5,"358,380",2.76,3.08,119.4,4.05,4.6,55.27,71.145,279,8,2451.1,,50.43,55.76,-0.268,1.495,USA,"Virginia Commonwealth University  (2010, Marketing)"
Larry Mize (2016),,,,,,,,19,,,"24,900",,,,,,,,,,,,,,,,USA,Georgia Tech
Larry Mize (2017),,,,,,,,9,,,"27,720",,,,,,,,,,,,,,,,USA,Georgia Tech
Lee Janzen (2015),,,,,,,,29,,,"43,500",,,,,,,,,,,,,,,,USA,"Florida Southern College  (1986, Marketing)"
Lee McCoy (2016),,,,,,,,,,,,,,,,,,,,,,1,,,,,USA,"University of Georgia  (Housing, 2016)"
Len Mattiace (2015),,,,,,,,5,,,"6,479",,,,,,,,,,,,,,,,USA,"Wake Forest University  (1990, Sociology)"
Lucas Glover (2015),172.93,296.9,"28' 7""",203.1,30.54,3.59,"32' 4""",375,"63' 8""",81.2,"515,241",2.73,3.07,116.34,4.07,4.66,63.82,71.291,284,7,2471.2,,49.11,55,-0.181,1.486,USA,"Clemson University  (2005, Communication Studies)"
Lucas Glover (2016),171.67,298.3,"31' 8""",270,29.8,3.79,"34' 2""",587,"68' 7""",80.71,"948,927",2.13,3.06,115.63,4.01,4.61,64.37,70.534,284,5,2346.5,2,42.59,57.18,0.572,1.484,USA,"Clemson University  (2005, Communication Studies)"
Lucas Glover (2017),172.41,298.6,"32' 1""",231.4,29.54,3.7,"34' 8""",706,"72' 10""",79.42,"1,955,822",2.23,3.07,116.35,3.99,4.65,65.37,70.139,333,7,2346.4,4,49.33,60.16,0.918,1.482,USA,"Clemson University  (2005, Communication Studies)"
Lucas Glover (2018),171.9,297.7,"35' 7""",219.6,29.64,3.48,"38' 1""",324,"71' 8""",78.48,"789,382",2.61,3.15,115.31,4.05,4.6,65.06,71.066,212,5,2658,1,51.61,59.83,0.276,1.49,USA,"Clemson University  (2005, Communication Studies)"
Lucas Glover (2019),171.93,296.1,"32' 4""",231.4,28.92,3.96,"34' 6""",947,"76' 9""",77.11,"2,613,965",2.23,3.01,115.22,3.98,4.59,66.14,70.083,356,7,2427.6,7,59.12,64.73,0.976,1.492,USA,"Clemson University  (2005, Communication Studies)"
Lucas Lee (2016),,,,,,,,93,,,"98,965",,,,,,,,,,,,,,,,BRA,"UCLA  (2008, History)"
Luke Donald (2015),161.67,277,"32' 5""",639,29.17,3.24,"35' 9""",484,"76' 5""",76.48,"1,026,643",2.39,3.04,109.64,4.05,4.69,59.28,70.555,230,2,3061.1,2,61.17,61.14,0.584,1.474,ENG,"Northwestern University  (2001, Art Theory and Practice)"
Luke Donald (2016),164.73,282.9,"32' 9""",729,28.95,3.2,"35' 3""",849,"68' 5""",75.47,"1,634,515",2.4,3.04,110.43,4.03,4.73,56.69,70.918,259,2,2811.1,2,56.16,64.15,0.378,1.492,ENG,"Northwestern University  (2001, Art Theory and Practice)"
Luke Donald (2017),164.44,278.5,"35' 0""",216,28.56,3.13,"37' 0""",424,"75' 2""",76.72,"958,850",2.63,3.05,113.54,4.07,4.71,56.5,70.831,150,4,3062.4,1,64.44,59.88,0.047,1.448,ENG,"Northwestern University  (2001, Art Theory and Practice)"
Luke Donald (2018),,,,,,,,42,,,"81,989",,,,,,,,,,,,,,,,ENG,"Northwestern University  (2001, Art Theory and Practice)"
Luke Donald (2019),,,,,,,,115,,,"285,630",,,,,,,,,,,1,,,,,ENG,"Northwestern University  (2001, Art Theory and Practice)"
Luke Guthrie (2015),165.9,283.9,"31' 9""",246,28.7,3.63,"34' 10""",373,"77' 9""",74.66,"575,150",2.83,3.03,111,4.04,4.77,58.86,71.211,298,6,2602.2,1,50.85,57.57,-0.037,1.495,USA,"University of Illinois 2012, Business Management"
Luke Guthrie (2016),166.75,289.3,"32' 0""",141.4,28.29,3.64,"36' 0""",234,"78' 7""",73.77,"427,442",2.49,3.04,110.89,4.06,4.63,55.53,71.416,200,7,2822.3,1,50.65,60.55,-0.444,1.503,USA,"University of Illinois 2012, Business Management"
Luke List (2016),179.91,306.9,"33' 5""",231,29.14,3.75,"37' 8""",481,"69' 4""",75.36,"751,001",2.58,3.08,122.58,4.04,4.59,50.98,70.754,289,6,2548,2,54.4,60.88,0.436,1.468,USA,"Vanderbilt University  (2007, Human and Organizational Devel"
Luke List (2017),181.07,311.5,"31' 7""",98,29.52,3.99,"35' 8""",741,"71' 9""",79.5,"1,813,219",2.67,3.03,120.71,4.04,4.5,55.63,70.428,391,18,2801.5,3,46.43,56.33,0.691,1.5,USA,"Vanderbilt University  (2007, Human and Organizational Devel"
Luke List (2018),181.24,314.6,"33' 7""",213.8,29.45,3.86,"37' 10""",1080,"68' 7""",79.64,"2,710,736",2.57,3.06,121.44,4.03,4.57,54.66,70.229,367,8,2963.1,5,52.22,58.41,0.87,1.492,USA,"Vanderbilt University  (2007, Human and Organizational Devel"
Luke List (2019),181.53,313.3,"33' 5""",126,29.29,3.73,"37' 4""",497,"69' 5""",75.85,"1,391,408",2.95,3.12,121.9,4.07,4.54,53.06,71.223,235,9,2789.4,4,46.46,54.59,0.202,1.489,USA,"Vanderbilt University  (2007, Human and Organizational Devel"
Mackenzie Hughes (2017,,,,,,,"38' 5""",,,,,,,,,,,,,,,,,,,1.479,CAN,"Kent State University  (2012, Business Management)"
Mackenzie Hughes (2017),171.2,294.3,"35' 1""",374.4,29.07,3.6,,974,"76' 9""",75.86,"2,355,553",2.77,3.03,115.69,4.07,4.63,59.63,71.044,374,5,2847.7,2,47.02,58.64,0.172,,CAN,"Kent State University  (2012, Business Management)"
Mackenzie Hughes (2018,170.72,,"32' 3""",,,,"36' 6""",,,,,,,,,,,,,,,,,,,1.484,CAN,"Kent State University  (2012, Business Management)"
Mackenzie Hughes (2018),,294.9,,342,29.37,3.66,,227,"70' 10""",78.49,"518,476",2.87,3.08,115.01,4.04,4.71,60.04,71.282,278,4,2757.6,1,41.74,54.19,-0.014,,CAN,"Kent State University  (2012, Business Management)"
Mackenzie Hughes (2019),173.37,297.2,"34' 6""",273.6,28.8,3.71,"38' 5""",466,"70' 6""",76.38,"1,022,081",2.59,3.07,116.59,4.02,4.61,57.98,70.907,282,5,2731.4,2,40.68,61.05,-0.044,1.487,CAN,"Kent State University  (2012, Business Management)"
Marc Turnesa (2016),,,,,,,,62,,,"82,384",,,,,,,,,,,,,,,,USA,"North Carolina State University  (2000, Communications)"
Marco Dawson (2016),,,,,,,,2,,,"19,848",,,,,,,,,,,,,,,,USA,"Florida Southern College  (1985, Marketing)"
Mark Hubbard (2015),164.18,278.5,"32' 9""",462,29.23,3.55,"35' 5""",274,"73' 1""",77.22,"293,980",2.48,3.01,111.16,4.06,4.62,66.32,71.227,273,3,3102.2,,53.78,61.52,-0.383,1.477,USA,"San Jose State University  (2011, Business Management)"
Mark Hubbard (2016),165.58,280.2,"33' 1""",194,28.75,3.43,"36' 2""",503,"74' 9""",73.32,"642,942",2.67,3.11,112.15,4.06,4.64,64.82,71.362,333,9,3179.2,,53.72,59.97,-0.216,1.476,USA,"San Jose State University  (2011, Business Management)"
Mark Hubbard (2017),166.88,282.7,"31' 10""",166.5,29.5,3.04,"35' 1""",124,"69' 6""",76.12,"267,968",2.51,3.08,115.41,4.08,4.71,60.41,71.871,225,8,3201.1,,50.39,58.57,-0.702,1.446,USA,"San Jose State University  (2011, Business Management)"
Mark O'Meara (2015),,,,,,,,47,,,"114,915",,,,,,,,,,,,,,,,USA,"Long Beach State University  (1980, Marketing)"
Mark O'Meara (2016),,,,,,,,7,,,"20,573",,,,,,,,,,,,,,,,USA,"Long Beach State University  (1980, Marketing)"
Mark Wilson (2015),157.9,279.2,"32' 3""",382.5,29.35,3.45,"34' 6""",497,"72' 7""",78.93,"851,845",2.48,3.03,107.25,4.03,4.73,64.53,70.991,293,4,2385.5,3,54.63,60.37,0.026,1.472,USA,"University of North Carolina  (1997, Mathematics)"
Mark Wilson (2016),157.39,274.7,"33' 2""",372,29.48,3.02,"35' 8""",225,"70' 10""",74.13,"306,866",2.73,3.05,107.22,4.08,4.73,66.2,71.436,187,3,2371.8,,55,60.36,-0.554,1.468,USA,"University of North Carolina  (1997, Mathematics)"
Mark Wilson (2017),,,,,,,,54,,,"100,286",,,,,,,,,,,,,,,,USA,"University of North Carolina  (1997, Mathematics)"
Mark Wilson (2018),,,,,,,,9,,,"33,348",,,,,,,,,,,,,,,,USA,"University of North Carolina  (1997, Mathematics)"
Martin Flores (2015),174.05,296.8,"34' 6""",182,29.6,3.38,"36' 9""",345,"75' 2""",80,"449,274",2.46,3.05,118.68,4.04,4.65,56.83,70.919,308,9,2820.8,,50.36,58.77,0.038,1.466,USA,"University of Oklahoma  (2004, Marketing)"
Martin Flores (2017),173.75,300.6,"32' 5""",145.8,29.86,3.37,"35' 10""",383,"73' 11""",80.74,"830,057",2.35,3.01,117.85,4.04,4.67,52.79,70.885,273,10,2546.4,2,50,57.01,-0.015,1.474,USA,"University of Oklahoma  (2004, Marketing)"
Martin Flores (2018),171,300,"33' 1""",516,29.36,3.62,"36' 9""",215,"71' 1""",80.12,"449,266",2.91,3.04,114.91,4.07,4.69,54.92,71.458,311,3,2317.8,,40.65,54.89,-0.567,1.488,USA,"University of Oklahoma  (2004, Marketing)"
Martin Laird (2015),173.75,300.5,"33' 3""",154,29.12,3.61,"35' 9""",628,"76' 10""",77.99,"1,124,988",2.48,3.02,116.35,4.03,4.67,58.54,70.772,278,9,2576.4,3,51.82,60.17,0.306,1.493,SCO,"Colorado State University  (2004, Marketing)"
Martin Laird (2016),173.6,298.5,"32' 7""",468,29.31,3.71,"36' 0""",605,"73' 2""",80.03,"1,224,680",2.55,3.02,115.33,4.03,4.72,55.14,70.867,289,3,2482.4,3,50.91,58.37,0.306,1.505,SCO,"Colorado State University  (2004, Marketing)"
Martin Laird (2017),172.22,296.9,"34' 6""",106.7,29,3.47,"37' 4""",676,"76' 5""",75.56,"1,759,706",2.49,3.04,115.46,4.02,4.65,65.66,70.45,288,14,2412.1,5,47.2,60.98,0.829,1.491,SCO,"Colorado State University  (2004, Marketing)"
Martin Laird (2018),171.22,299,"32' 9""",167.1,28.83,3.89,"35' 8""",443,"81' 1""",76.48,"1,017,580",2.68,3.03,114.93,4.03,4.6,63.22,70.839,253,7,2597.1,3,50.48,59.15,0.47,1.49,SCO,"Colorado State University  (2004, Marketing)"
Martin Laird (2019),172.6,298.9,"33' 5""",84.7,29.53,3.59,"36' 11""",401,"73' 10""",81.3,"863,054",2.35,3.03,115.34,4.02,4.54,63.09,70.866,287,17,2486.7,4,49.11,61.06,0.223,1.496,SCO,"Colorado State University  (2004, Marketing)"
Martin Piller (2016),165.11,286.6,"32' 8""",256.5,28.84,3.21,"35' 9""",278,"74' 11""",74.47,"570,740",2.37,3.13,109.62,4.05,4.77,58.97,71.813,183,4,2553.2,2,58.23,58.47,-0.479,1.506,USA,"Texas A&M University  (2008, Agricultural Development)"
Martin Piller (2018),163.87,292.2,"36' 7""",346.5,28.52,3.49,"39' 7""",371,"72' 10""",72.34,"847,304",2.97,3.09,109.67,4.11,4.64,58.51,71.929,269,4,2624.3,2,47.62,57.74,-1.127,1.494,USA,"Texas A&M University  (2008, Agricultural Development)"
Martin Piller (2019),,,,,,,,78,,,"134,029",,,,,,,,,,,,,,,,USA,"Texas A&M University  (2008, Agricultural Development)"
Martin Trainer (2019),176.8,303.8,"39' 1""",274.5,28.59,3.44,"42' 0""",354,"70' 3""",77.08,"692,155",2.9,3.18,118.03,4.09,4.65,50.76,72.343,210,4,2593.2,1,53.13,56.68,-1.431,1.498,USA,"University of Southern California  (2013, Business Administr"
Matt Atkins (2018),170.18,301.4,"34' 4""",187.2,29.12,3.5,"38' 9""",44,"70' 1""",74.16,"89,104",2.98,3.11,116.19,4.06,4.72,57.5,72.251,182,5,2527.8,,45.65,57.6,-1.129,1.464,USA,"University of South Carolina-Aiken  (2013, Business Manageme"
Matt Bettencourt (2015,,,,,,,,48,,,,,,,,,,,,,,,,,,,USA,"Modesto Junior College  (1997, Business Administration)"
Matt Bettencourt (2015),,,,,,,,,,,"46,505",,,,,,,,,,,,,,,,USA,"Modesto Junior College  (1997, Business Administration)"
Matt Bettencourt (2016),,,,,,,,1,,,"6,195",,,,,,,,,,,,,,,,USA,"Modesto Junior College  (1997, Business Administration)"
Matt Every (2015),167.3,286.6,"33' 2""",210,28.67,3,"37' 8""",727,"72' 10""",71.06,"1,521,816",3.2,3.17,113.62,4.13,4.78,51.52,72.419,210,6,2593.1,1,52.27,55.87,-0.968,1.472,USA,"University of Florida  (2006, Business)"
Matt Every (2016),,,,,,,,112,,,"158,453",,,,,,,,,,,,,,,,USA,"University of Florida  (2006, Business)"
Matt Every (2017),172.39,297.7,"32' 5""",140,28.94,3.64,"37' 4""",175,"71' 5""",75.26,"351,412",3.46,3.15,117.14,4.18,4.62,48.41,72.671,255,9,2576.1,,41.27,48.01,-1.454,1.471,USA,"University of Florida  (2006, Business)"
Matt Every (2018),169.1,294.2,"31' 10""",112.5,29.24,3.47,"37' 4""",113,"68' 4""",77.76,"299,162",3.05,3.1,113.06,4.12,4.64,55.5,72.044,260,12,2561,1,48.84,52.51,-1.139,1.495,USA,"University of Florida  (2006, Business)"
Matt Every (2019),,,,,,,,561,,,"1,413,149",,,,,,,,,,,2,,,,,USA,"University of Florida  (2006, Business)"
Matt Jones (2015),172.65,296,"36' 4""",172,28.25,3.97,"39' 4""",821,"79' 8""",74.93,"1,995,553",2.66,3.05,116.27,4.02,4.59,59.7,70.812,341,9,2772.7,4,54.04,61.27,0.664,1.485,AUS,Arizona State University  (2001)
Matt Jones (2016),173.44,294.8,"32' 10""",360,29.11,3.54,"37' 8""",445,"68' 4""",76.71,"712,723",2.75,3.05,116.86,4.09,4.63,57.55,71.223,283,4,2816.3,,50.75,56.26,-0.324,1.484,AUS,Arizona State University  (2001)
Matt Jones (2017),176.22,302.6,"34' 9""",336,28.7,3.55,"38' 5""",248,"71' 8""",75.17,"510,622",2.64,3.04,118.29,4.04,4.68,57.09,70.719,199,3,2919,,57.14,63.17,0.278,1.49,AUS,Arizona State University  (2001)
Matt Jones (2018),176.11,304.5,"34' 0""",139.5,29.02,3.63,"37' 7""",264,"74' 2""",79.65,"538,681",2.52,3.13,118.06,4.01,4.64,59.38,71.112,225,8,3004.9,,51.38,60.16,0.104,1.491,AUS,Arizona State University  (2001)
Matt Jones (2019),173.54,294.1,"34' 9""",168,28.62,3.71,"38' 8""",423,"69' 11""",80.08,"1,024,852",2.2,3.06,116.31,4.02,4.52,62.17,70.81,312,9,2978.4,2,53.1,64.55,0.628,1.492,AUS,Arizona State University  (2001)
Matt Kuchar (2015),163.84,288.5,"34' 9""",120.9,28.39,3.85,"36' 9""",1164,"75' 2""",78.42,"2,774,170",2.31,3.07,110.53,3.99,4.54,63.23,70.04,362,14,2562.4,7,61.49,63.78,1.133,1.482,USA,"Georgia Tech  (2000, Management)"
Matt Kuchar (2016),162.97,285.8,"32' 8""",345.6,29.02,3.92,"34' 10""",1349,"74' 8""",78.07,"3,819,678",2.32,3.06,108.89,4,4.6,65.67,69.844,376,5,2567.4,10,54.61,61.51,1.314,1.496,USA,"Georgia Tech  (2000, Management)"
Matt Kuchar (2017),161.99,285.4,"33' 5""",207,28.72,3.62,"35' 7""",1260,"73' 10""",77.07,"4,282,488",2.32,3.02,108.57,4,4.64,65.94,69.806,333,8,2458.9,9,57.55,65.34,1.173,1.492,USA,"Georgia Tech  (2000, Management)"
Matt Kuchar (2018),162.45,288,"32' 2""",360,28.85,3.58,"35' 3""",679,"76' 6""",79.8,"1,720,097",2.3,3.08,107.97,3.99,4.66,63.27,70.461,286,4,2447.8,4,60.81,63.6,0.576,1.504,USA,"Georgia Tech  (2000, Management)"
Matt Kuchar (2019),164.27,289.5,"33' 4""",205.7,28.96,4.01,"35' 6""",2313,"71' 7""",79.92,"6,294,690",2.13,3.03,109.12,3.99,4.5,67.41,69.916,321,7,2414.2,8,60.82,63.04,1.062,1.505,USA,"Georgia Tech  (2000, Management)"
Matthew Fitzpatrick (20,,,"34' 1""",,,,"35' 7""",,,,,,,,,,66.06,,,,,2,,,,1.487,ENG,Northwestern University
Matthew Fitzpatrick (201,,,,131.1,,3.55,,,"73' 1""",,,,,,,4.61,,70.525,,,,2,,,0.887,,ENG,Northwestern University
Matthew Fitzpatrick (2019,167.98,287.9,,,28.84,,,,,73.67,,2.76,3.08,112.96,4.07,,,,181,7,2687.9,,47.67,57.1,,,ENG,Northwestern University
Matthew Wolff (2019),,,,,,,,602,,,"1,390,433",,,,,,,,,,,1,,,,,USA,Oklahoma State University
Max Homa (2015),172.99,294.2,"34' 4""",666,28.85,3.49,"36' 9""",278,"69' 11""",72.51,"380,339",2.62,3.04,117.35,4.09,4.71,56.45,71.763,258,2,2716.9,1,38.4,59.23,-0.729,1.474,USA,"University of California-Berkeley  (2013, Consumer Behavior)"
Max Homa (2017),,,,,,,,3,,,"18,008",,,,,,,,,,,,,,,,USA,"University of California-Berkeley  (2013, Consumer Behavior)"
Max Homa (2019),177.26,300.2,"32' 0""",130.9,29,3.54,"35' 8""",742,"72' 1""",76.01,"2,063,606",2.65,3.04,118.78,4.07,4.56,57.48,71.11,283,11,2854.8,2,44.2,58.37,0.082,1.492,USA,"University of California-Berkeley  (2013, Consumer Behavior)"
Michael Bradley (2015),,,,,,,,22,,,"18,736",,,,,,,,,,,,,,,,USA,Oklahoma State University  (1988)
Michael Bradley (2016),,,,,,,,62,,,"60,114",,,,,,,,,,,,,,,,USA,Oklahoma State University  (1988)
John Senden (2016),170.93,289.7,"34' 2""",309.6,29.48,3.53,"37' 0""",577,"75' 11""",78.95,"989,841",2.41,3.07,117.83,4.02,4.67,60.07,70.717,304,5,2920.8,1,48.15,59.13,0.451,1.451,,
John Senden (2017),,,,,,,,55,,,"104,044",,,,,,,,,,,,,,,,,
John Senden (2018),,,,,,,,25,,,"68,604",,,,,,,,,,,,,,,,,
John Senden (2019),,,,,,,,28,,,"99,419",,,,,,,,,,,,,,,,,
Jon Curran (2015),155.71,273.5,"32' 5""",711,29.28,3.35,"33' 10""",540,"70' 0""",74.86,"1,049,549",2.38,3.03,106.17,4.03,4.72,67.46,70.849,265,2,2715.6,5,57.14,61.72,-0.088,1.466,,
Jon Curran (2016),157.34,271.9,"33' 1""",891,28.28,3.43,"34' 10""",840,"72' 1""",72.25,"1,902,481",2.35,3.02,108.71,4.04,4.75,64.35,71.145,340,2,2763.1,3,61.05,63.28,0.053,1.447,,
Jon Curran (2017),,,,,,,,60,,,"128,092",,,,,,,,,,,,,,,,,
Joost Luiten (2019),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Jordan L Smith (2017),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
José de Jesús Rodríg,,,"34' 4""",,,,"37' 6""",,,,,,,,,,60.31,,,,,,,,,1.504,,
José de Jesús Rodrígu,,,,390,,3.85,,,"72' 8""",,"394,402",,,,,4.66,,71.42,,,,,,,-0.24,,,
José de Jesús Rodrígue,165.74,290.2,,,28.57,,,187,,73.31,,2.83,3.06,110.14,4.01,,,,250,3,2404.7,,51.67,60.29,,,,
Julian Suri (2018),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Julián Etulain (2017),167.09,293.5,"31' 10""",283.5,29.13,3.43,"36' 6""",220,"72' 11""",75.09,"448,214",2.65,3.07,113.9,4.04,4.71,63.34,71.338,216,4,2494.2,1,42.86,58.62,-0.307,1.467,,
Julián Etulain (2019),167.09,291.8,"35' 1""",234,28.72,3.42,"38' 6""",189,"71' 11""",76.41,"360,653",2.69,3.1,112.54,4.05,4.61,54.81,71.453,222,5,2602.5,,47.54,61.59,-0.434,1.485,,
Justin Harding (2019),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Justin Rose (2015),171.14,303.5,"31' 6""",594,29.17,4.44,"33' 5""",1742,"74' 7""",81.14,"5,462,677",2.17,3.01,117.1,4,4.54,63.87,69.744,293,2,2433.5,8,60.75,59.14,1.493,1.462,,
Justin Rose (2016),173.58,303.9,"33' 3""",186,29.58,3.81,"38' 1""",829,"71' 2""",78.69,"2,085,365",2.65,3.03,118.38,4.05,4.59,57.9,70.148,236,6,2332.9,5,55.46,58.1,1.128,1.466,,
Justin Rose (2017),171.57,300.9,"31' 11""",192,29.16,4.09,"35' 3""",996,"73' 5""",79.31,"4,245,308",2.64,3.05,116.84,3.99,4.58,58.32,69.699,262,6,2361,8,55.93,58.97,1.232,1.47,,
Justin Rose (2018),172.64,303.5,"32' 1""",396,28.67,4.53,"34' 7""",1991,"76' 9""",80.82,"8,130,678",2.21,3.02,117,3.93,4.53,66.02,68.993,299,3,2411.9,11,61.16,63.03,1.952,1.475,,
Justin Rose (2019),173.1,303.2,"31' 0""",111.6,27.94,4.06,"35' 2""",1423,"79' 5""",77.01,"4,358,849",2.37,3.02,115.24,4,4.56,60.14,69.825,252,10,2382.4,7,61.68,62.09,1.243,1.502,,
K.J. Choi (2015),159.44,276.5,"33' 6""",372,28.71,3.42,"35' 8""",358,"72' 5""",76.76,"448,864",2.48,3.06,107.02,4.03,4.72,64.09,71.372,212,3,2493.3,,57.29,63.12,0.256,1.49,,
K.J. Choi (2016),158.46,275.3,"31' 3""",262.8,28.84,3.44,"34' 7""",705,"73' 7""",75.04,"1,328,448",2.48,3.03,106.23,4.04,4.72,66.18,71.093,251,5,2431.8,2,56.25,61.54,0.204,1.491,,
K.J. Choi (2017),159.05,282.2,"33' 8""",1188,28.97,3.15,"35' 10""",143,"72' 3""",71.97,"292,716",2.61,3.03,107.24,4.09,4.67,66.23,71.618,208,1,2265.6,,51.09,60.36,-0.264,1.483,,
K.J. Choi (2018),,,,,,,,110,,,"219,405",,,,,,,,,,,1,,,,,,
K.J. Choi (2019),,,,,,,,70,,,"185,952",,,,,,,,,,,1,,,,,,
Kevin Na (2015),164.41,280.1,"32' 9""",285,28.35,3.89,"35' 10""",1062,"74' 5""",76.44,"2,820,766",2.44,3,112.65,4.01,4.65,62.51,70.121,370,6,2847.8,7,63.19,62.87,0.944,1.459,,
Kevin Na (2016),162.58,279.6,"31' 8""",209.3,28.84,3.78,"34' 3""",1529,"77' 0""",77.1,"3,441,291",2.59,3.05,112.24,4,4.68,65.3,70.298,352,8,2886.3,8,45.86,58.53,0.627,1.448,,
Kevin Na (2017),163.48,283.7,"30' 0""",210.9,28.78,3.8,"33' 11""",584,"80' 11""",75.93,"1,728,350",2.57,3.05,111.77,4,4.7,61.26,70.399,312,7,2902.5,5,54.55,61.1,0.778,1.462,,
Kevin Na (2018),166.28,289.6,"30' 2""",154.8,28.07,3.91,"34' 5""",1183,"79' 7""",78.17,"3,578,316",2.42,3.02,113.76,3.99,4.62,64.13,70.288,336,10,2879.4,4,61.49,63.62,0.801,1.461,,
Kevin Na (2019),167.89,289.6,"34' 7""",120,28.92,3.42,"38' 3""",815,"76' 7""",75.65,"2,257,309",2.68,3.04,114.19,4.06,4.67,64.05,71.144,205,9,2810.2,3,55.26,58.85,0.087,1.47,,
Kiradech Aphibarnrat (,168.4,,"33' 1""",,,,"35' 7""",,,,,,,,,,,,,,,,,,,1.484,,
Kiradech Aphibarnrat (2,,,"35' 8""",,,,"38' 6""",,,,,3.13,,,4.05,,63.25,,,,,1,46.88,55.59,,1.495,,
Kiradech Aphibarnrat (20,,294.7,,279,,3.52,,,"72' 7""",,"1,630,073",,,,,4.64,,70.911,159,7,2579.8,3,,,0.083,,,
Kiradech Aphibarnrat (201,169.33,292.4,,118.3,28.39,,,558,,71.04,,2.44,3.06,113.23,4.05,,65.12,70.629,218,4,2660.7,,52.73,64.02,0.511,,,
Kris Blanks (2018),,,,,,,,6,,,"18,998",,,,,,,,,,,,,,,,,
Lee Westwood (2015),170.44,300,"33' 5""",133.7,29.29,3.79,"36' 5""",530,"80' 6""",78.95,"946,628",3.08,3.07,115.81,4.02,4.77,59.7,70.484,197,7,2579.4,1,59.04,52.23,0.879,1.471,,
Lee Westwood (2016),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Lee Westwood (2019),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Louis Oosthuizen (2015,,,,,,,,1088,,,,,,,,4.61,,,,,,,,,,,,
Louis Oosthuizen (2015),171.42,298.8,"32' 5""",141.8,29.19,3.76,"34' 4""",,"74' 11""",79.35,"3,251,174",2.51,3.06,114.57,4,,59.84,70.16,237,8,2407.7,6,60.82,61.3,0.605,1.496,,
Louis Oosthuizen (2016,,,,,,,,,,,,,,,4.09,,61.67,,,,,,,54.21,,,,
Louis Oosthuizen (2016),170.65,294,"32' 0""",144,29.7,3.43,"34' 2""",769,"73' 2""",80.87,"2,422,079",2.73,2.97,113.34,,4.67,,70.327,192,7,2457.4,3,53,,0.836,1.505,,
Louis Oosthuizen (2017,,,,,,,"37' 1""",,,,,,,,,,,,,,,,,,,1.497,,
Louis Oosthuizen (2017),171.05,296.3,"34' 3""",159.4,28.94,3.26,,956,"79' 11""",75.56,"3,105,422",2.37,3.12,114.23,4.03,4.64,61.29,70.22,202,7,2515.4,4,61.22,63.14,1.234,,,
Louis Oosthuizen (2018,171.42,,"32' 0""",,,,"34' 6""",,,,,,,,,,,,,,,,,,,1.498,,
Louis Oosthuizen (2018),,299.8,,486,29.24,3.43,,620,"67' 8""",76.12,"1,731,493",2.56,3.06,114.36,4.03,4.67,64.81,70.157,185,2,2721.3,3,64.29,64.26,0.521,,,
Louis Oosthuizen (2019),170.61,296.3,"32' 2""",230.4,28.8,3.92,"34' 0""",754,"70' 10""",77.55,"2,539,183",2.44,3.05,113.2,3.99,4.66,66.93,70.259,251,5,2492,5,58.12,60.47,0.777,1.507,,
Lucas Bjerregaard (2019),,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Marc Leishman (2015),171.52,294.8,"32' 4""",315,28.99,3.7,"37' 7""",854,"69' 6""",77.34,"1,762,267",2.79,3.04,115.69,4.04,4.66,54.99,70.569,259,4,2582,4,49.57,56.67,0.302,1.482,,
Marc Leishman (2016),172.72,295,"32' 6""",258,28.85,3.51,"35' 10""",765,"71' 0""",75.58,"1,566,824",2.45,3.08,115.1,4.01,4.67,60.55,70.554,302,6,2722,2,55.32,60.34,0.51,1.5,,
Marc Leishman (2017),174.87,298.6,"32' 5""",135,28.73,3.81,"37' 10""",1324,"75' 4""",80.96,"5,866,390",2.41,3,118.53,4,4.59,57.94,69.468,343,12,2885.4,7,53.02,61.42,1.422,1.475,,
Marc Leishman (2018),173.1,298.5,"33' 6""",202.5,28.94,3.96,"37' 2""",1148,"73' 0""",79.29,"3,771,221",2.66,3,115.34,4.01,4.65,60.17,70.26,356,8,2799.8,6,48.81,59.07,0.624,1.501,,
Marc Leishman (2019),174.47,296.2,"31' 8""",129.6,28.74,3.89,"35' 6""",1415,"73' 7""",78.7,"3,886,577",2.26,2.98,117.08,4.02,4.55,59.39,70.434,280,10,2546.9,7,58.21,64,0.833,1.49,,
Mark Anderson (2017),167.71,283.8,"33' 3""",234,29.13,3.31,"35' 10""",98,"70' 3""",77.06,"188,806",2.48,3.03,112.85,4.06,4.69,59.97,71.5,172,4,2811.3,1,51.28,61.18,-0.325,1.486,,
